"Angebote";"Visits gesamt";"Visits gesamt Inland";"Visits gesamt Anteil Inland";"Visits gesamt Ausland";"online Visits gesamt";"online Visits Inland";"online Visits Ausland";"mobile Visits gesamt";"mobile Visits Inland";"mobile Visits Ausland";"Connected TV Visits gesamt";"Connected TV Visits Inland";"Connected TV Visits Ausland";
"1&1 Internet AG ";;;;;;;;;;;;;;


"sat.1 online";6.150.265;5.854.861;95 %;295.404;5.494.381;5.230.149;264.232;655.884;624.712;31.172;;;;





"sbroker";588.988;562.438;95 %;26.550;588.988;562.438;26.550;;;;;;;

"SBZ";100.191;89.204;89 %;10.987;67.540;59.287;8.253;32.651;29.917;2.734;;;;


"SBZ Monteur";87.910;78.143;89 %;9.767;58.166;50.799;7.367;29.744;27.344;2.400;;;;


"Schaumburger-Zeitung.de/Schaumburg-Lippische Landes-Zeitung";268.624;255.436;95 %;13.188;268.624;255.436;13.188;;;;;;;

"Schneehoehen.de";1.179.470;1.042.449;88 %;137.021;1.179.470;1.042.449;137.021;;;;;;;

"schoener-wohnen.de";2.032.470;1.733.881;85 %;298.589;1.287.636;1.094.680;192.956;744.834;639.201;105.633;;;;


"Schwäbische Post";748.305;702.687;94 %;45.618;748.305;702.687;45.618;;;;;;;

"Schwäbische Zeitung Online";4.143.115;3.907.143;94 %;235.972;2.031.193;1.888.138;143.055;2.111.922;2.019.005;92.917;;;;


"Schwäbisches Tagblatt Online";846.781;793.042;94 %;53.739;846.781;793.042;53.739;;;;;;;

"schwarzwaelder-bote.de (SWOL)";3.242.386;3.071.101;95 %;171.285;1.401.199;1.297.163;104.036;1.841.187;1.773.938;67.249;;;;




"scinexx";594.878;501.770;84 %;93.108;244.430;199.392;45.038;350.448;302.378;48.070;;;;


"SCOPE";139.586;115.176;83 %;24.410;139.586;115.176;24.410;;;;;;;

"Secret Escapes";2.355.035;1.978.246;84 %;376.789;2.355.035;1.978.246;376.789;;;;;;;

"Security-Insider";196.036;142.657;73 %;53.379;196.036;142.657;53.379;;;;;;;

"Sedo ";;;;;;;;;;;;;;

"Sekretaria";245.213;208.262;85 %;36.951;245.213;208.262;36.951;;;;;;;

"selbermachen";370.581;315.792;85 %;54.789;370.581;315.792;54.789;;;;;;;

"Selbst.de";2.038.364;1.760.786;86 %;277.578;1.154.905;993.341;161.564;883.459;767.445;116.014;;;;


"Serienjunkies.de";2.035.178;1.674.369;82 %;360.809;2.035.178;1.674.369;360.809;;;;;;;

"Shazam App";24.158.832;23.591.252;98 %;567.580;;;;24.158.832;23.591.252;567.580;;;;


"shop-apotheke.com";3.507.351;3.254.742;93 %;252.609;3.507.351;3.254.742;252.609;;;;;;;

"shz.de";5.520.046;5.199.273;94 %;320.773;2.377.846;2.175.036;202.810;3.142.200;3.024.237;117.963;;;;


"Si - Fachportal für SHK-Unternehmer";28.101;25.551;91 %;2.550;28.101;25.551;2.550;;;;;;;

"Sicherheit.info";30.143;24.554;81 %;5.589;30.143;24.554;5.589;;;;;;;

"sicht+sonnenschutz";5.203;4.089;79 %;1.114;5.203;4.089;1.114;;;;;;;

"Siegener Zeitung online";279.407;267.955;96 %;11.452;279.407;267.955;11.452;;;;;;;

"sixx";6.375.080;6.055.727;95 %;319.353;6.275.757;5.960.541;315.216;99.323;95.186;4.137;;;;



"skysport.de";6.324.717;5.713.273;90 %;611.444;6.324.717;5.713.273;611.444;;;;;;;

"Smarterworld";45.906;34.821;76 %;11.085;45.906;34.821;11.085;;;;;;;

"SmartTV ANTENNE BAYERN";9.558;8.957;94 %;601;;;;;;;9.558;8.957;601;

"SmartTV Rock ANTENNE";13.206;11.040;84 %;2.166;;;;;;;13.206;11.040;2.166;

"SOHOMEN.de";721.364;695.615;96 %;25.749;721.364;695.615;25.749;;;;;;;

"SOL.DE / Saarbrücker Zeitung";2.743.851;2.524.418;92 %;219.433;1.662.408;1.501.050;161.358;1.081.443;1.023.368;58.075;;;;



"solinger-tageblatt.de";549.149;526.397;96 %;22.752;310.680;294.851;15.829;238.469;231.546;6.923;;;;


"Songtexte.com";12.740.496;9.635.319;76 %;3.105.177;12.740.496;9.635.319;3.105.177;;;;;;;

"Southpark.de";1.258.141;1.116.529;89 %;141.612;650.148;541.801;108.347;607.993;574.728;33.265;;;;




"Speedweek.com";713.879;470.024;66 %;243.855;713.879;470.024;243.855;;;;;;;

"SPIEGEL ONLINE";247.946.573;211.147.674;85 %;36.798.899;97.785.943;80.854.037;16.931.906;150.160.630;130.293.637;19.866.993;;;;




"SpielAffe";2.421.743;2.116.118;87 %;305.625;1.862.574;1.610.200;252.374;559.169;505.918;53.251;;;;


"spielen.de";577.499;483.199;84 %;94.300;577.499;483.199;94.300;;;;;;;

"spieletipps";8.212.163;7.104.070;87 %;1.108.093;2.465.858;2.093.198;372.660;5.746.305;5.010.872;735.433;;;;


"Spielfilm.de";131.660;104.633;79 %;27.027;131.660;104.633;27.027;;;;;;;

"Sport Auto";40.106;31.194;78 %;8.912;;;;40.106;31.194;8.912;;;;


"SPORT1";79.039.412;71.396.988;90 %;7.642.424;15.491.739;13.538.650;1.953.089;63.547.673;57.858.338;5.689.335;;;;













"sportal.de";582.463;521.966;90 %;60.497;582.463;521.966;60.497;;;;;;;

"Sportbuzzer";3.528.397;3.365.434;95 %;162.963;1.009.914;942.284;67.630;2.518.483;2.423.150;95.333;;;;


"Sportdeutschland.tv";3.099.510;2.968.873;96 %;130.637;3.099.510;2.968.873;130.637;;;;;;;

"Sportplatz Media Portalnetzwerk";3.596.283;3.459.390;96 %;136.893;2.024.604;1.926.243;98.361;1.571.679;1.533.147;38.532;;;;




"sportsupreme";1.108.084;1.097.511;99 %;10.573;1.108.084;1.097.511;10.573;;;;;;;

"sporttotal.tv";23.254;21.023;90 %;2.231;14.655;13.116;1.539;8.599;7.907;692;;;;


"SPOX.com";18.947.612;15.166.826;80 %;3.780.786;12.499.441;9.314.164;3.185.277;6.448.171;5.852.662;595.509;;;;



"Spreeradio.de";85.796;77.485;90 %;8.311;54.898;48.835;6.063;30.898;28.650;2.248;;;;


"Springer Medizin";555.550;468.087;84 %;87.463;555.550;468.087;87.463;;;;;;;

"Springer Pflege";25.336;21.201;84 %;4.135;25.336;21.201;4.135;;;;;;;

"Springer Professional";418.292;276.253;66 %;142.039;418.292;276.253;142.039;;;;;;;

"sprit +";19.258;16.562;86 %;2.696;19.258;16.562;2.696;;;;;;;

"St-Georg.de";434.938;379.825;87 %;55.113;434.938;379.825;55.113;;;;;;;

"Stadionwelt";1.303.406;1.209.499;93 %;93.907;1.303.406;1.209.499;93.907;;;;;;;

"STAR FM 87.9 MAXIMUM ROCK!";130.709;116.595;89 %;14.114;130.709;116.595;14.114;;;;;;;

"StepStone";17.678.045;15.961.062;90 %;1.716.983;9.391.822;8.065.617;1.326.205;8.286.223;7.895.445;390.778;;;;




"stern.de";62.925.974;55.894.132;89 %;7.031.842;20.597.593;17.425.080;3.172.513;42.328.381;38.469.052;3.859.329;;;;




"stil & markt";3.589;3.075;86 %;514;3.589;3.075;514;;;;;;;

"Storage-Insider";86.899;51.820;60 %;35.079;86.899;51.820;35.079;;;;;;;

"studieren.de";285.081;247.607;87 %;37.474;276.727;240.116;36.611;8.354;7.491;863;;;;





"Stuttgarter Zeitung online & Stuttgarter Nachrichten online";11.656.049;10.744.505;92 %;911.544;4.902.338;4.416.141;486.197;6.753.711;6.328.364;425.347;;;;






"Stylebook";4.666.270;4.115.462;88 %;550.808;2.197.255;1.901.066;296.189;2.469.015;2.214.396;254.619;;;;


"stylight.de";4.261.951;3.969.077;93 %;292.874;4.160.972;3.888.857;272.115;100.979;80.220;20.759;;;;



"Süddeutsche.de";64.360.347;55.593.330;86 %;8.767.017;28.926.180;24.335.904;4.590.276;35.434.167;31.257.426;4.176.741;;;;




"suedkurier.de";3.276.053;2.955.602;90 %;320.451;1.794.158;1.592.157;202.001;1.481.895;1.363.445;118.450;;;;




"suedost-news.de";174.308;149.909;86 %;24.399;174.308;149.909;24.399;;;;;;;

"Südwest Presse Online";4.123.576;3.870.697;94 %;252.879;1.942.392;1.788.199;154.193;2.181.184;2.082.498;98.686;;;;


"SUPERillu ONLINE";269.951;249.355;92 %;20.596;183.236;168.782;14.454;86.715;80.573;6.142;;;;


"SUPERRTL.de";180.352;144.740;80 %;35.612;180.352;144.740;35.612;;;;;;;

"surf-magazin.de";65.419;47.172;72 %;18.247;65.419;47.172;18.247;;;;;;;

"SZ-Online";5.011.491;4.770.443;95 %;241.048;2.266.753;2.131.353;135.400;2.744.738;2.639.090;105.648;;;;


"T-Online Contentangebot";356.812.467;342.817.412;96 %;13.995.055;198.817.653;190.991.864;7.825.789;157.994.814;151.825.548;6.169.266;;;;










"t3n Magazin - Digital Pioneers";4.124.458;3.599.297;87 %;525.161;2.169.388;1.867.521;301.867;1.955.070;1.731.776;223.294;;;;


"TAG24";16.632.813;16.081.315;97 %;551.498;16.632.813;16.081.315;551.498;;;;;;;

"Tagesspiegel.de";15.169.500;13.491.797;89 %;1.677.703;9.441.658;8.319.450;1.122.208;5.727.842;5.172.347;555.495;;;;




"tastecrunch.com";581.457;575.763;99 %;5.694;581.457;575.763;5.694;;;;;;;

"taz.de";4.969.488;4.114.546;83 %;854.942;2.784.891;2.188.107;596.784;2.184.597;1.926.439;258.158;;;;


"Techbook";4.737.477;4.317.863;91 %;419.614;1.384.080;1.229.449;154.631;3.353.397;3.088.414;264.983;;;;


"technik-einkauf.de";68.090;56.630;83 %;11.460;68.090;56.630;11.460;;;;;;;

"Tele5.de";341.959;304.788;89 %;37.171;341.959;304.788;37.171;;;;;;;

"telecom-handel.de";156.310;145.988;93 %;10.322;156.310;145.988;10.322;;;;;;;

"teltarif.de -Kommunikation ganz einfach";2.882.619;2.649.464;92 %;233.155;1.984.197;1.835.239;148.958;898.422;814.225;84.197;;;;


"Testberichte.de";5.795.350;4.951.430;85 %;843.920;3.768.512;3.194.280;574.232;2.026.838;1.757.150;269.688;;;;


"Testsieger.de";676.822;569.002;84 %;107.820;676.822;569.002;107.820;;;;;;;

"TextilWirtschaft.de";1.018.507;851.499;84 %;167.008;836.017;692.424;143.593;182.490;159.075;23.415;;;;




"TGA Fachplaner";49.698;42.490;85 %;7.208;40.254;34.350;5.904;9.444;8.140;1.304;;;;


"The Weather Channel";13.553.470;11.295.308;83 %;2.258.162;1.882.766;1.661.590;221.176;11.670.704;9.633.718;2.036.986;;;;




"Tichys Einblick";2.636.104;2.365.237;90 %;270.867;2.636.104;2.365.237;270.867;;;;;;;

"TLCde";446.753;364.926;82 %;81.827;228.671;188.007;40.664;218.082;176.919;41.163;;;;


"TOGGO.de (Super RTL)";2.987.047;2.411.033;81 %;576.014;1.934.318;1.539.015;395.303;1.052.729;872.018;180.711;;;;



"top agrar online";2.867.698;2.135.349;74 %;732.349;2.867.698;2.135.349;732.349;;;;;;;

"Top10 Berlin";502.910;442.239;88 %;60.671;162.408;133.281;29.127;340.502;308.958;31.544;;;;


"TORfabrik.de";777.374;722.174;93 %;55.200;777.374;722.174;55.200;;;;;;;

"torgauerzeitung.com";36.324;34.453;95 %;1.871;36.324;34.453;1.871;;;;;;;

"tour-magazin.de";526.616;421.196;80 %;105.420;526.616;421.196;105.420;;;;;;;

"Traktorpool - Ihre Traktoren, Landtechnik und Landmaschinen Börse";3.759.124;2.174.910;58 %;1.584.214;3.759.124;2.174.910;1.584.214;;;;;;;

"Transfermarkt.de - Das Fußballportal";60.463.194;32.791.955;54 %;27.671.239;21.303.035;11.248.863;10.054.172;39.160.159;21.543.092;17.617.067;;;;




"Travelbook";4.679.224;4.004.319;86 %;674.905;1.779.754;1.486.707;293.047;2.899.470;2.517.612;381.858;;;;


"TravelTalk.de";123.194;115.432;94 %;7.762;117.047;109.753;7.294;6.147;5.679;468;;;;


"tri-mag.de";239.342;181.895;76 %;57.447;239.342;181.895;57.447;;;;;;;

"Trucker Online";31.493;24.957;79 %;6.536;31.493;24.957;6.536;;;;;;;

"TUIfly (TUIfly Vermarktungs GmbH)";1.682.499;1.428.857;85 %;253.642;1.682.499;1.428.857;253.642;;;;;;;

"TV DIGITAL";2.314.925;2.094.111;90 %;220.814;588.600;511.049;77.551;1.726.325;1.583.062;143.263;;;;




"TV Movie.de";21.704.954;20.183.466;93 %;1.521.488;8.391.372;7.613.666;777.706;13.313.582;12.569.800;743.782;;;;






"TV NOW";21.044.564;19.182.702;91 %;1.861.862;21.044.564;19.182.702;1.861.862;;;;;;;



"TV SPIELFILM.de";72.154.211;67.948.907;94 %;4.205.304;11.795.655;10.670.024;1.125.631;60.358.556;57.278.883;3.079.673;;;;








"TV14";104.101;97.423;94 %;6.678;104.101;97.423;6.678;;;;;;;

"TVdirekt Online";1.170.345;1.052.859;90 %;117.486;1.170.345;1.052.859;117.486;;;;;;;

"TVinfo HD";2.531.933;2.312.265;91 %;219.668;2.531.933;2.312.265;219.668;;;;;;;

"tvtv";1.178.034;1.089.944;93 %;88.090;925.900;854.945;70.955;252.134;234.999;17.135;;;;




"twitch.tv";360.539.845;53.887.566;15 %;306.652.279;36.447.963;32.677.464;3.770.499;324.091.882;21.210.102;302.881.780;;;;



"tz";20.061.161;18.479.396;92 %;1.581.765;13.050.408;12.049.935;1.000.473;7.010.753;6.429.461;581.292;;;;


"UCI-Kinowelt";1.674.899;1.646.633;98 %;28.266;1.674.899;1.646.633;28.266;;;;;;;

"UNICUM.de";745.561;687.098;92 %;58.463;745.561;687.098;58.463;;;;;;;

"Universal Music Network";826.701;667.084;81 %;159.617;345.903;254.356;91.547;480.798;412.728;68.070;;;;


"Unternehmer.de";111.980;94.295;84 %;17.685;111.980;94.295;17.685;;;;;;;

"upday";521.745.270;113.752.220;22 %;407.993.050;;;;521.745.270;113.752.220;407.993.050;;;;


"urbanlife";2.820.290;2.431.031;86 %;389.259;2.820.290;2.431.031;389.259;;;;;;;

"urbia - we are family!";13.904.207;12.318.048;89 %;1.586.159;3.182.784;2.799.358;383.426;10.721.423;9.518.690;1.202.733;;;;


"Urlaubsguru.de";7.053.159;6.675.531;95 %;377.628;7.053.159;6.675.531;377.628;;;;;;;

"Vaihinger Kreiszeitung";52.545;49.538;94 %;3.007;18.927;17.289;1.638;33.618;32.249;1.369;;;;


"vbb online";730.577;690.527;95 %;40.050;730.577;690.527;40.050;;;;;;;

"Verivox";5.028.835;4.687.830;93 %;341.005;5.028.835;4.687.830;341.005;;;;;;;

"VerkehrsmittelVergleich.de";675.479;645.248;96 %;30.231;675.479;645.248;30.231;;;;;;;

"Verkehrsrundschau Online";233.964;198.663;85 %;35.301;233.964;198.663;35.301;;;;;;;

"Versicherungsbote";137.085;128.520;94 %;8.565;137.085;128.520;8.565;;;;;;;

"VersicherungsJournal";436.277;404.543;93 %;31.734;346.577;318.744;27.833;89.700;85.799;3.901;;;;


"ViaMichelin.de";2.008.037;1.779.026;89 %;229.011;2.008.037;1.779.026;229.011;;;;;;;

"VICE Digital";12.820.703;12.519.659;98 %;301.044;5.286.759;4.993.641;293.118;7.533.944;7.526.018;7.926;;;;


"Videovalis";335.350;315.848;94 %;19.502;335.110;315.615;19.495;240;233;7;;;;



"Viewster";2.414.310;2.406.643;100 %;7.667;2.414.310;2.406.643;7.667;;;;;;;

"VIP.de";10.890.916;9.725.323;89 %;1.165.593;10.890.916;9.725.323;1.165.593;;;;;;;

"VIRTUALNIGHTS.COM";1.871.126;1.632.025;87 %;239.101;457.577;366.574;91.003;1.413.549;1.265.451;148.098;;;;




"Visions.de";266.545;227.787;85 %;38.758;266.545;227.787;38.758;;;;;;;

"visitBerlin.de";600.663;292.162;49 %;308.501;600.663;292.162;308.501;;;;;;;

"Vital";544.147;405.499;75 %;138.648;187.507;141.563;45.944;356.640;263.936;92.704;;;;


"Viva";411.688;384.402;93 %;27.286;160.995;146.662;14.333;250.693;237.740;12.953;;;;


"Vodafone.de";22.651.316;21.970.856;97 %;680.460;3.411.349;3.269.300;142.049;19.239.967;18.701.556;538.411;;;;


"VOGUE.de";2.009.960;1.503.698;75 %;506.262;1.678.205;1.257.458;420.747;331.755;246.240;85.515;;;;


"Volksfreund.de";1.690.515;1.534.106;91 %;156.409;965.228;854.806;110.422;725.287;679.300;45.987;;;;


"Volksstimme, Magdeburg";2.110.322;2.022.467;96 %;87.855;875.148;817.968;57.180;1.235.174;1.204.499;30.675;;;;


"VORSPRUNG";215.108;203.930;95 %;11.178;215.108;203.930;11.178;;;;;;;

"VOX";2.682.329;2.432.178;91 %;250.151;2.682.329;2.432.178;250.151;;;;;;;



"VRM Online (ehem. Rhein Main Presse)";4.292.568;3.882.659;90 %;409.909;2.190.478;1.913.445;277.033;2.102.090;1.969.214;132.876;;;;


"w&v-online";1.802.407;1.603.601;89 %;198.806;1.311.043;1.156.863;154.180;491.364;446.738;44.626;;;;


"WA-Online";5.394.037;5.199.258;96 %;194.779;2.604.715;2.482.238;122.477;2.789.322;2.717.020;72.302;;;;


"Wahre Tabelle";67.206;61.754;92 %;5.452;67.206;61.754;5.452;;;;;;;

"Waldeckische Landeszeitung";272.843;253.835;93 %;19.008;149.705;137.856;11.849;123.138;115.979;7.159;;;;


"Wallstreet-Online";6.920.274;5.588.607;81 %;1.331.667;6.920.274;5.588.607;1.331.667;;;;;;;

"WATCHBOX";3.056.885;2.687.572;88 %;369.313;2.098.019;1.860.297;237.722;958.866;827.275;131.591;;;;



"watchtime.net";396.873;298.013;75 %;98.860;396.873;298.013;98.860;;;;;;;

"WEB.DE ";;;;;;;;;;;;;;




"Webfail";5.184.311;4.073.560;79 %;1.110.751;5.184.311;4.073.560;1.110.751;;;;;;;

"Webmasterpro.de";114.494;95.523;83 %;18.971;114.494;95.523;18.971;;;;;;;

"weg.de";1.701.891;1.396.288;82 %;305.603;1.701.891;1.396.288;305.603;;;;;;;

"WeihnachtenInBerlin";26.071;22.659;87 %;3.412;26.071;22.659;3.412;;;;;;;

"WELLE NIEDERRHEIN";62.803;60.715;97 %;2.088;62.803;60.715;2.088;;;;;;;

"WELT";125.488.971;110.994.655;88 %;14.494.316;51.761.429;44.587.478;7.173.951;73.727.542;66.407.177;7.320.365;;;;






"weltfussball";2.367.097;674.558;28 %;1.692.539;2.367.097;674.558;1.692.539;;;;;;;

"wer weiss was";1.220.832;949.213;78 %;271.619;1.220.832;949.213;271.619;;;;;;;

"werbetechnik.de";8.493;1.413;17 %;7.080;8.493;1.413;7.080;;;;;;;

"Werkstatt-Betrieb.de";18.227;14.310;79 %;3.917;18.227;14.310;3.917;;;;;;;

"Werra-Rundschau";389.679;375.619;96 %;14.060;144.050;137.819;6.231;245.629;237.800;7.829;;;;


"WESER-KURIER Online";2.932.983;2.720.209;93 %;212.774;1.214.123;1.088.901;125.222;1.718.860;1.631.308;87.552;;;;


"Westdeutsche Zeitung";2.332.842;2.160.409;93 %;172.433;1.008.176;900.427;107.749;1.324.666;1.259.982;64.684;;;;


"Westfalen-Blatt";1.527.912;1.457.328;95 %;70.584;722.213;679.527;42.686;805.699;777.801;27.898;;;;


"westline";785.980;726.870;92 %;59.110;785.980;726.870;59.110;;;;;;;

"wetter-deutschland";230.949;211.439;92 %;19.510;43.183;36.235;6.948;187.766;175.204;12.562;;;;




"wetter.com";109.124.862;97.749.365;90 %;11.375.497;43.894.514;36.051.447;7.843.067;65.230.348;61.697.918;3.532.430;;;;




"Wetter.de";26.999.289;25.490.584;94 %;1.508.705;24.084.442;22.693.138;1.391.304;2.914.847;2.797.446;117.401;;;;



"wetter.net";769.125;661.130;86 %;107.995;769.125;661.130;107.995;;;;;;;

"Wetter24.de";1.403.064;1.244.101;89 %;158.963;1.403.064;1.244.101;158.963;;;;;;;

"Wetterauer Zeitung";359.352;328.197;91 %;31.155;359.352;328.197;31.155;;;;;;;

"WetterOnline";191.449.286;131.790.638;69 %;59.658.648;40.522.536;34.950.861;5.571.675;150.926.750;96.839.777;54.086.973;;;;





"Wilhelmshavener Zeitung - WZONLINE.DE";305.377;283.949;93 %;21.428;134.166;118.397;15.769;171.211;165.552;5.659;;;;


"WindowsPro";346.626;289.582;84 %;57.044;346.626;289.582;57.044;;;;;;;

"WinFuture.de";4.099.333;3.507.747;86 %;591.586;2.433.287;2.043.496;389.791;1.666.046;1.464.251;201.795;;;;


"Wir Trauern";111.311;105.615;95 %;5.696;111.311;105.615;5.696;;;;;;;

"WirtschaftsWoche";5.010.219;4.210.015;84 %;800.204;2.873.576;2.382.978;490.598;2.136.643;1.827.037;309.606;;;;


"wissen.de";2.714.835;2.156.084;79 %;558.751;2.714.835;2.156.084;558.751;;;;;;;

"wissenschaft.de";287.944;237.067;82 %;50.877;287.944;237.067;50.877;;;;;;;

"wize.life";7.128.942;6.757.483;95 %;371.459;2.259.602;2.120.643;138.959;4.869.340;4.636.840;232.500;;;;


"WNP - digital-signage-magazin.de";572;206;36 %;366;572;206;366;;;;;;;

"WNP - sip-online.de";774;337;44 %;437;774;337;437;;;;;;;

"WO - wochenspiegelonline.de";151.016;143.254;95 %;7.762;88.867;83.361;5.506;62.149;59.893;2.256;;;;


"Wochenblatt.de";1.516.812;1.443.041;95 %;73.771;1.516.812;1.443.041;73.771;;;;;;;

"WomensHealth.de";7.102.688;6.087.180;86 %;1.015.508;2.260.743;1.901.329;359.414;4.841.945;4.185.851;656.094;;;;




"WUNDERWEIB";36.554.026;32.644.829;89 %;3.909.197;17.908.457;16.330.152;1.578.305;18.645.569;16.314.677;2.330.892;;;;




"XING";54.736.609;47.082.879;86 %;7.653.730;27.515.459;23.401.771;4.113.688;27.221.150;23.681.108;3.540.042;;;;



"Yacht";571.099;448.693;79 %;122.406;571.099;448.693;122.406;;;;;;;

"Zattoo";4.552.199;4.546.359;100 %;5.840;2.560.257;2.558.160;2.097;1.991.942;1.988.199;3.743;;;;




"ZEIT ONLINE";73.114.730;61.475.138;84 %;11.639.592;33.749.003;27.627.309;6.121.694;39.365.727;33.847.829;5.517.898;;;;




"Zeitungsgruppe Münster/Westfälische Nachrichten";4.158.301;3.947.703;95 %;210.598;1.711.709;1.592.269;119.440;2.446.592;2.355.434;91.158;;;;









"Zeitungsgruppe Zentralhessen";1.010.967;894.721;89 %;116.246;443.646;356.154;87.492;567.321;538.567;28.754;;;;


"Zeitungsverlag Schwerin GmbH & Co. KG";2.404.200;2.280.718;95 %;123.482;888.732;806.374;82.358;1.515.468;1.474.344;41.124;;;;


"zm-online.de";158.483;143.124;90 %;15.359;158.483;143.124;15.359;;;;;;;

"zuhause wohnen";88.912;78.063;88 %;10.849;49.533;43.217;6.316;39.379;34.846;4.533;;;;


"zvw.de";1.098.101;1.053.620;96 %;44.481;601.560;574.947;26.613;496.541;478.673;17.868;;;;


